stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
23,23,UF Surge Area Drive,Westbound Archer RD @ Nearside Surge Area DR,29.6305404422562,-82.365762676259,,0,,,
24,24,Tropic Carwash,Westbound Archer RD @ Farside Surge Area DR,29.6295624430867,-82.3678183419007,,0,,,
25,25,Westbound Archer Road @ SW 34th Street,Westbound Archer RD @ Nearside SW 34th ST,29.6277581525267,-82.3715382288572,,0,,,
26,26,Whole Foods @ Butler Town Center,Westbound Archer RD @ Farside SW 34th ST,29.6256036101471,-82.3743943403777,,0,,,
27,27,Chili's Grill and Bar @ Butler Plaza,Westbound Archer RD @ Nearside SW 35th BLVD,29.6237817615045,-82.376087140408,,0,,,
28,28,Bonefish Grill Seafood Restaurant @ Butler Plaza,Westbound SW 35th BLVD @ Farside Archer RD,29.6248042770227,-82.3776125059963,,0,,,
1492,1492,Butler Plaza,Westbound Windmeadows Blvd @ Nearside SW 62nd Blvd,29.623861362598,-82.3813113068383,,0,,,
1547,1547,Sam's Club,Westbound SW 33rd PL @ Farside SW 37th Blvd,29.623178095887,-82.3835661511844,,0,,,
1549,1549,Hilton Garden Inn,Westbound SW 33rd PL @ Nearside SW 42nd ST,29.6231939580388,-82.3865702931895,,0,,,
1234,1234,NE Walmart Supercenter,Eastbound NE 12th AVE @ Farside Waldo RD,29.6626154336528,-82.3024228601284,,0,,,
568,568,Mount Zion Church of God,Southbound NE 19th ST @ Nearside NE 8th AVE,29.6596402772422,-82.299921000187,,0,,,
1261,1261,Gardenia Garden Apartments,Westbound NE 8th AVE @ Farside NE 17th DR,29.6592638083326,-82.3026368640902,,0,,,
1500,1500,NE 15th St @ NE 7th Ave,Southbound NE 15th St @ Nearside NE 7th Ave,29.65787915066,-82.3059138610635,,0,,,
1440,1440,Mt. Olive Primitive Baptist Church,Southbound NE 15th ST @ Farside NE 5th PL,29.6558607918282,-82.3059126146622,,0,,,
1498,1498,NE 15th St @ NE 3rd Ave Farside,Southbound NE 15th St @ Farside NE 3rd Ave,29.6534190453744,-82.3059158431416,,0,,,
350,350,Fast Eddie's Restaurant,Southbound SE 15th ST @ Farside SE 2nd AVE,29.6505059365625,-82.3059275266131,,0,,,
97,97,Veteran's Honor Center,Eastbound SE 3rd AVE @ Nearside SE 17th ST,29.6490979364138,-82.3033458598074,,0,,,
98,98,SE Hawthorne Rd @ SE 18th St Eastbound,Eastbound Hawthorne RD @ Farside SE 21st ST,29.6489245394284,-82.3015193659408,,0,,,
99,99,SE Hawthorne Rd @ SE 21 St Eastbound,Eastbound Hawthorne RD @ Nearside SE 21st ST,29.6469971033976,-82.2977726955064,,0,,,
100,100,GTEC,Eastbound Hawthorne RD @ Nearside SE 24th ST,29.6462059373178,-82.2962120295401,,0,,,
122,122,Lincoln Estates,Southbound SE 19th TER @ Farside SE 8th AVE,29.6442275582911,-82.2994116465633,,0,,,
124,124,Lincoln Estates Neighborhood,Southbound SE 19th TER @ Nearside SE 10th PL,29.6418819103049,-82.29941976818,,0,,,
1364,1364,Southbound SE 19th TER @ SE 12th AVE,Southbound SE 19th TER @ Nearside SE 12th AVE,29.6403679543117,-82.2994303023206,,0,,,
125,125,Westbound SE 12th Avenue @ SE 18th Terrace,Westbound SE 12th AVE @ Nearside SE 18th TER,29.6403019796503,-82.3023553574666,,0,,,
127,127,Lincoln Estates Neighborhood,Westbound SE 12th AVE @ Nearside SE 15th ST,29.6403278231092,-82.3057417088938,,0,,,
128,128,Southbound SE 15th Street @ SE 14th Avenue,Southbound SE 15th ST @ Nearside SE 14th AVE,29.6384591055727,-82.3059460267483,,0,,,
129,129,McPherson Recreational Center,Southbound SE 15th ST @ Nearside SE 22nd AVE,29.6337329402991,-82.3059091935481,,0,,,
131,131,Westbound SE 22nd Avenue @ SE 13th Street,Westbound SE 22nd AVE @ Nearside SE 13th ST,29.6318640854609,-82.3085795769489,,0,,,
132,132,Westbound SE 22nd Avenue @ SE 12th Street,Westbound SE 22nd AVE @ Farside SE 12th ST,29.6318546078209,-82.3109838587728,,0,,,
133,133,Gainesville Housing Authority,Northbound SE 4th ST @ Farside SE 19th PL,29.6339712737066,-82.3159613571141,,0,,,
357,357,SE 7th Avenue @ SE 10th Terrace,Westbound SE 7th AVE @ Farside SE 10th TER,29.6458557611849,-82.3124506757487,,0,,,
358,358,The Cotton Club,Westbound SE 7th AVE @ Nearside SE 9th ST,29.6458497195752,-82.315044475607,,0,,,
359,359,Westbound SE 7th Avenue @ SE 8th Street,Westbound SE 7th AVE @ Farside SE 8th ST,29.6458522712259,-82.3167130232702,,0,,,
291,291,Eastbound SE 7th Avenue @ SE 8th Street,Eastbound SE 7th AVE @ Nearside SE 8th ST,29.645757371802,-82.3166237429531,,0,,,
292,292,The Cotton Club,Eastbound SE 7th AVE @ Nearside SE 9th ST,29.6457538088135,-82.3152151119634,,0,,,
293,293,Mt Moriah Baptist Church,Eastbound SE 7th AVE @ Nearside SE 10th TER,29.6457577706616,-82.3124160245906,,0,,,
64,64,Sugarhill Neighborhood @ SE 4th Street,Southbound SE 4th ST @ Nearside SE 19th PL,29.6340026068393,-82.3160706909206,,0,,,
66,66,Eastbound SE 22nd Avenue @ SE 12th Street,Eastbound SE 22nd AVE @ Nearside SE 12th ST,29.6317886075884,-82.3105998591391,,0,,,
67,67,Eastbound SE 22nd Avenue @ SE 13th Street,Eastbound SE 22nd AVE @ Nearside SE 13th ST,29.6317959411386,-82.3086925264315,,0,,,
69,69,Showers of Blessing,Southbound SE 15th ST @ Farside SE 25th AVE,29.6284413960536,-82.3058756083251,,0,,,
72,72,Boulware Springs Nature Park,Southbound SE 15th ST @ Farside SE 35th AVE,29.6202712435183,-82.30586942254,,0,,,
75,75,Robinson Heights,Southbound SE 15th ST @ Nearside SE 41st AVE,29.6156967778639,-82.3059110272782,,0,,,
76,76,Prairie View Elementary School,Northbound SE 15th ST @ Nearside SE 35th AVE,29.6202920382147,-82.3057993848494,,0,,,
79,79,Showers of Blessings Harvest Center,Northbound SE 15th ST @ Nearside SE 25th AVE,29.6286310831264,-82.3057947623276,,0,,,
82,82,McPherson Recreational Center,Northbound SE 15th ST @ Farside SE 22nd AVE,29.6337519571477,-82.3057940522607,,0,,,
84,84,Northbound SE 15th Street @ SE 13th Place,Northbound SE 15th ST @ Farside SE 13th PL,29.6390454318826,-82.3057960321266,,0,,,
85,85,Lincoln Estate Neighborhood,Eastbound SE 12th AVE @ Farside SE 15th ST,29.6402446057278,-82.3054486931682,,0,,,
87,87,Lincoln Estate Neighborhood,Eastbound SE 12th AVE @ Farside SE 17th TER,29.6402246052653,-82.3027438611556,,0,,,
89,89,Lincoln Estate Neighborhood,Eastbound SE 12th AVE @ Nearside SE 19th TER,29.6401994387229,-82.2995481949652,,0,,,
90,90,Lincoln Estate Neighborhood,Northbound SE 19th TER @ Nearside SE 10th PL,29.6417486325225,-82.2993259813865,,0,,,
